,web-scraper-order,web-scraper-start-url,books,books-href,title,author,num_reviews,num_ratings,avg_rating,num_pages,original_publish_year,series,genres,places,awards,awards_won,mean_norm_ratings,min_max_norm_ratings
321,1618238601-3509,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Snow Crash,https://www.goodreads.com/book/show/830.Snow_Crash,Snow Crash,Neal Stephenson,9524,243558,4.02,438,2000,False,Sci-Fi,['nan'],"Arthur C. Clarke Award Nominee (1994), British Science Fiction Association Award Nominee (1993), Grand Prix de l'Imaginaire for Roman étranger (1997), Prometheus Award Nominee for Best Novel (1993), Washington State Book Award (1993)
                      ...more
                          Seiun Award 星雲賞 Nominee for Best Foreign Novel (1999)
...less",6.0,5.691524390243899,6.158536585365849
322,1618238467-3010,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Coilhunter (The Coilhunter Chronicles, #1)",https://www.goodreads.com/book/show/33977027-coilhunter,Coilhunter,Dean F. Wilson,129,914,4.14,210,2017,True,Fiction,['nan'],,0.0,6.350060975609753,7.475609756097557
323,1618238490-3087,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Dune (Dune, #1)",https://www.goodreads.com/book/show/44767458-dune,Dune,Frank Herbert,28056,843135,4.23,688,2019,True,Classics,['nan'],"Hugo Award for Best Novel (1966), Nebula Award for Best Novel (1965), Seiun Award 星雲賞 for Best Foreign Novel (1974)",3.0,6.843963414634148,8.463414634146346
324,1618238507-3146,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,I Am Legend,https://www.goodreads.com/book/show/14064.I_Am_Legend,I Am Legend,Richard Matheson,6481,102157,4.07,160,1999,False,Fiction,['nan'],Tähtivaeltaja Award (2008),1.0,5.965914634146342,6.707317073170735
325,1618238576-3410,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"The Forest of Hands and Teeth (The Forest of Hands and Teeth, #1)",https://www.goodreads.com/book/show/3432478-the-forest-of-hands-and-teeth,The Forest of Hands and Teeth,Carrie Ryan,8814,83501,3.59,310,2009,True,Apocalyptic,['nan'],"Georgia Peach Book Award Nominee for Honor book (2010), Goodreads Choice Award Nominee for Young Adult Series (2009)",2.0,3.331768292682926,1.4390243902439026
326,1618238514-3183,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,A Scanner Darkly,https://www.goodreads.com/book/show/14817.A_Scanner_Darkly,A Scanner Darkly,Philip K. Dick,3246,93384,4.01,219,2006,False,Speculative Fiction,['nan'],"Locus Award Nominee for Best SF Novel (1978), British Science Fiction Association Award for Novel (1978), John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (1978), Graoully d'Or for Roman étranger (1979), Tähtivaeltaja Award (1991)",5.0,5.636646341463413,6.048780487804876
327,1618238550-3319,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Alas, Babylon",https://www.goodreads.com/book/show/38169.Alas_Babylon,"Alas, Babylon",Pat Frank,3319,40736,4.08,323,2005,False,Sci-Fi,['nan'],Audie Award for Fiction (2012),1.0,6.020792682926829,6.817073170731708
328,1618238701-3875,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Stand,https://www.goodreads.com/book/show/149267.The_Stand,The Stand,Stephen King,22435,646087,4.34,1152,1990,False,Fiction,['nan'],"Locus Award Nominee for Best SF Novel (1979), World Fantasy Award Nominee for Best Novel (1979), Gandalf Award Nominee (1979), Balrog Award Nominee for Best Novel (1979) (1980)",5.0,7.44762195121951,9.67073170731707
329,1618238708-3908,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Ender's Game (Ender's Saga, #1)",https://www.goodreads.com/book/show/375802.Ender_s_Game,Ender's Game,Orson Scott Card,44085,1177825,4.3,324,2004,True,Classics,['nan'],"Hugo Award for Best Novel (1986), Nebula Award for Best Novel (1985), Premi Ictineu for Millor novel·la traduïda (2014), Nébula (1985), Margaret A. Edwards Award (2008)",5.0,7.228109756097559,9.231707317073168
330,1618238643-3670,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Anthem,https://www.goodreads.com/book/show/667.Anthem,Anthem,Ayn Rand,9500,135378,3.63,105,1999,False,Literature,['nan'],"Prometheus Hall of Fame Award (1987), Retro Hugo Award Nominee for Best Novella (2014)",2.0,3.5512804878048776,1.8780487804878052
331,1618238706-3899,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Road,https://www.goodreads.com/book/show/6288.The_Road,The Road,Cormac McCarthy,47078,746264,3.97,241,2006,False,Classics,['nan'],"Pulitzer Prize for Fiction (2007), Locus Award Nominee for Best SF Novel (2007), James Tait Black Memorial Prize for Fiction (2006), The Quill Award for General Fiction (2007), Puddly Award for Fiction (2010)
                      ...more
                          National Book Critics Circle Award Nominee for Fiction (2006), Believer Book Award (2006), Tähtivaeltaja Award (2009), Cena Akademie SFFH for Kniha roku (Book of the Year) (2008), Prix des libraires du Québec for Lauréats hors Québec (2009), International Dublin Literary Award Nominee (2008), The Rooster -- The Morning News Tournament of Books (2007)
...less",12.0,5.417134146341464,5.609756097560978
332,1618238726-3975,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"The Giver (The Giver, #1)",https://www.goodreads.com/book/show/3636.The_Giver,The Giver,Lois Lowry,67030,1884450,4.13,208,2006,True,Fiction,['nan'],"Newbery Medal (1994), Mythopoeic Fantasy Award Nominee for Children's Literature (1994), Golden Duck Award for Young Adult (Hal Clement Award) (1994), Garden State Book Award for Teen Fiction Grades 6-8 (1996), Buckeye Children's Book Award for Grade 6-8 (1997)
                      ...more
                          Grand Canyon Reader Award for Teen Book (1995), Maryland Black-Eyed Susan Book Award for Grade 6-9 (1995), Golden Sower Award for Young Adult (1995), Pennsylvania Young Readers' Choice Award for Grades 3-8 (1995), Soaring Eagle Book Award Nominee (1996), Pacific Northwest Library Association Young Reader's Choice Award for Senior (1996), Boston Globe-Horn Book Award Nominee for Fiction (1993), New Mexico Land of Enchantment Award (1997), Eliot Rosewater Indiana High School Book Award (1997), William Allen White Children's Book Award (1996), Wyoming Indian Paintbrush Nominee (1996), NSK Neustadt Prize for Children's Literature Nominee (2013), Oklahoma Sequoyah Award for YA (1996), Rebecca Caudill Young Readers' Book Award (1996), Hea Lasteraamat (2010), Premi Protagonista Jove for Categoria 13-14 anys (2016), Margaret A. Edwards Award (2007)
...less",22.0,6.295182926829266,7.365853658536584
333,1618238571-3386,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Man in the High Castle,https://www.goodreads.com/book/show/216363.The_Man_in_the_High_Castle,The Man in the High Castle,Philip K. Dick,12097,184014,3.62,259,1992,False,Sci-Fi,['nan'],"Hugo Award for Best Novel (1963), Tähtivaeltaja Award (1993)",2.0,3.496402439024391,1.7682926829268322
334,1618238674-3774,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Legend (Legend, #1)",https://www.goodreads.com/book/show/9275658-legend,Legend,Marie Lu,29873,434825,4.16,305,2011,True,Young Adult,['nan'],"Rhode Island Teen Book Award Nominee (2013), Milwaukee County Teen Book Award Nominee (2013), The Inky Awards Nominee for Silver Inky (2012), California Young Readers Medal Nominee for Young Adult (2015), Lincoln Award Nominee (2014)
                      ...more
                          Missouri Truman Readers Award (2014), Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction and for Goodreads Author (2012), Rebecca Caudill Young Readers' Book Award (2015)
...less",8.0,6.459817073170732,7.695121951219513
335,1618238634-3643,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"The Passage (The Passage, #1)",https://www.goodreads.com/book/show/6690798-the-passage,The Passage,Justin Cronin,19639,197293,4.03,766,2010,True,Fantasy,['nan'],"Locus Award Nominee for Best SF Novel (2011), Goodreads Choice Award Nominee for Favorite Book and for Science Fiction (2010)",2.0,5.746402439024391,6.268292682926832
336,1618238586-3453,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Trial,https://www.goodreads.com/book/show/17690.The_Trial,The Trial,Franz Kafka,8247,247744,3.96,255,2001,False,Literary Fiction,"['All Editions', 'Add a New Edition', 'Combine']",Helen and Kurt Wolff Translator's Prize Nominee for Breon Mitchell (1999),1.0,5.362256097560975,5.5
337,1618238502-3131,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Lucifer's Hammer,https://www.goodreads.com/book/show/218467.Lucifer_s_Hammer,Lucifer's Hammer,Larry Niven,1462,41248,3.99,629,1983,False,Audiobook,['nan'],Hugo Award Nominee for Best Novel (1977),1.0,5.526890243902439,5.829268292682929
338,1618238604-3517,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Neuromancer (Sprawl, #1)",https://www.goodreads.com/book/show/6088007-neuromancer,Neuromancer,William Gibson,10123,272505,3.9,292,2000,True,Classics,"['Chiba, Tokyo', 'Japan']","Hugo Award for Best Novel (1985), Nebula Award for Best Novel (1984), Locus Award Nominee for Best First Novel and Best SF Novel (1985), British Science Fiction Association Award Nominee for Best Novel (1984), Philip K. Dick Award (1985)
                      ...more
                          John W. Campbell Memorial Award Nominee (1985), Ditmar Award for Best International Long Fiction (1985), SF Chronicle Award for Novel (1985), Tähtivaeltaja Award (1992), Prix Aurora Award Nominee (1985), Seiun Award 星雲賞 for Best Translated Long Story (1987)
...less",11.0,5.032987804878048,4.841463414634147
339,1618238601-3506,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Snow Crash,https://www.goodreads.com/book/show/830.Snow_Crash,Snow Crash,Neal Stephenson,9524,243558,4.02,438,2000,False,Sci-Fi,['nan'],"Arthur C. Clarke Award Nominee (1994), British Science Fiction Association Award Nominee (1993), Grand Prix de l'Imaginaire for Roman étranger (1997), Prometheus Award Nominee for Best Novel (1993), Washington State Book Award (1993)
                      ...more
                          Seiun Award 星雲賞 Nominee for Best Foreign Novel (1999)
...less",6.0,5.691524390243899,6.158536585365849
340,1618238588-3458,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"The House of the Scorpion (Matteo Alacran, #1)",https://www.goodreads.com/book/show/13376.The_House_of_the_Scorpion,The House of the Scorpion,Nancy Farmer,6485,85437,4.06,380,2004,True,Fantasy,['nan'],"Newbery Medal Nominee (2003), National Book Award for Young People's Literature (2002), Mythopoeic Fantasy Award Nominee for Children's Literature (2003), Buxtehuder Bulle (2003), Michael L. Printz Award Nominee (2003)
                      ...more
                          South Carolina Book Award for Junior Book Award (2006), Grand Canyon Reader Award for Teen Book (2005), Rhode Island Teen Book Award (2004), Dorothy Canfield Fisher Children's Book Award Nominee (2004), Pacific Northwest Library Association Young Reader's Choice Award for Senior (2005), Michigan Library Association Thumbs Up! Award Nominee (2003), Lincoln Award Nominee (2008), Missouri Gateway Readers Award Nominee (2005), Oklahoma Sequoyah Award for YA (2005)
...less",14.0,5.91103658536585,6.597560975609752
341,1618238538-3271,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,On the Beach,https://www.goodreads.com/book/show/38180.On_the_Beach,On the Beach,Nevil Shute,2649,36442,3.95,296,2002,False,War,['nan'],,0.0,5.307378048780488,5.3902439024390265
342,1618238514-3179,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,A Scanner Darkly,https://www.goodreads.com/book/show/14817.A_Scanner_Darkly,A Scanner Darkly,Philip K. Dick,3246,93384,4.01,219,2006,False,Classics,['nan'],"Locus Award Nominee for Best SF Novel (1978), British Science Fiction Association Award for Novel (1978), John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (1978), Graoully d'Or for Roman étranger (1979), Tähtivaeltaja Award (1991)",5.0,5.636646341463413,6.048780487804876
343,1618238512-3166,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Shades of Grey (Shades of Grey, #1)",https://www.goodreads.com/book/show/2113260.Shades_of_Grey,Shades of Grey,Jasper Fforde,4258,32986,4.15,400,2009,True,Sci-Fi,['nan'],"Locus Award Nominee for Best Fantasy Novel (2011), Warwick Prize for Writing Nominee for Longlist (2011), Prix Julia Verlanger (2012)",3.0,6.404939024390245,7.58536585365854
344,1618238527-3224,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Incarceron (Incarceron, #1)",https://www.goodreads.com/book/show/332775.Incarceron,Incarceron,Catherine Fisher,5365,59683,3.64,458,2007,True,Fantasy,['nan'],"Mythopoeic Fantasy Award Nominee for Children’s Literature (2011), Milwaukee County Teen Book Award Nominee (2011), CYBILS Award Nominee for Young Adult Fantasy & Science Fiction (2007), Carnegie Medal Nominee (2008)",4.0,3.6061585365853666,1.9878048780487836
345,1618238485-3081,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Player Piano,https://www.goodreads.com/book/show/9597.Player_Piano,Player Piano,Kurt Vonnegut Jr.,2040,47695,3.88,341,2006,False,Humor,['nan'],International Fantasy Award Nominee for Fiction (1953),1.0,4.923231707317072,4.621951219512194
346,1618238504-3142,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Windup Girl,https://www.goodreads.com/book/show/6597651-the-windup-girl,The Windup Girl,Paolo Bacigalupi,6505,69191,3.75,359,2009,False,Speculative Fiction,"['Bangkok', 'Thailand']","Hugo Award for Best Novel (2010), Nebula Award for Best Novel (2009), Locus Award for Best First Novel (2010), Kurd-Laßwitz-Preis for Bestes ausländisches Werk (2012), British Science Fiction Association Award Nominee for Novel (2010)
                      ...more
                          John W. Campbell Memorial Award for Best Science Fiction Novel (2010), Compton Crook Award (2010), Grand Prix de l'Imaginaire for Roman étranger et Traduction (2013), Premio Ignotus for Mejor novela extranjera (2012), Prix Bob Morane for roman traduit (2013), Cena Akademie SFFH for Kniha roku (Book of the Year) (2011), Goodreads Choice Award Nominee for Science Fiction (2009), Prix Une autre Terre (2013)
...less",13.0,4.209817073170731,3.1951219512195133
347,1618238538-3267,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,On the Beach,https://www.goodreads.com/book/show/38180.On_the_Beach,On the Beach,Nevil Shute,2649,36442,3.95,296,2002,False,Classics,['nan'],,0.0,5.307378048780488,5.3902439024390265
348,1618238643-3664,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Anthem,https://www.goodreads.com/book/show/667.Anthem,Anthem,Ayn Rand,9500,135378,3.63,105,1999,False,Fiction,['nan'],"Prometheus Hall of Fame Award (1987), Retro Hugo Award Nominee for Best Novella (2014)",2.0,3.5512804878048776,1.8780487804878052
349,1618238507-3148,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,I Am Legend,https://www.goodreads.com/book/show/14064.I_Am_Legend,I Am Legend,Richard Matheson,6481,102157,4.07,160,1999,False,Apocalyptic,['nan'],Tähtivaeltaja Award (2008),1.0,5.965914634146342,6.707317073170735
350,1618238721-3961,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Brave New World,https://www.goodreads.com/book/show/5129.Brave_New_World,Brave New World,Aldous Huxley,32941,1508925,3.99,268,1998,False,Fantasy,['nan'],,0.0,5.526890243902439,5.829268292682929
351,1618238627-3613,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Shatter Me (Shatter Me, #1)",https://www.goodreads.com/book/show/10429045-shatter-me,Shatter Me,Tahereh Mafi,30646,316820,3.94,338,2011,True,Audiobook,['nan'],Arab American Book Award Nominee for Children's/Young Adult (2013),1.0,5.2524999999999995,5.280487804878049
